isbn,title,author,pub,category,average_rating
0446608122,The Edge of Town,Dorothy Garlock,Warner Books,['Fiction'],4.5
0440931800,From the Mixed Up Files of Mrs. Basil E. Frankweiler (Laurel Leaf Books),E. L. Konigsburg,Laure Leaf,unknown,4.0
0380724979,Sanctuary (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,Avon,unknown,4.666666666666667
0446363383,The Last Camel Died at Noon (Amelia Peabody Mysteries (Paperback)),Elizabeth Peters,Warner Books,['Fiction'],3.0
0553282085,A Little Class on Murder,Carolyn G. Hart,Bantam Books,['Fiction'],1.0
0671042564,Blackbird : A Childhood Lost and Found,Jennifer Lauck,Washington Square Press,['Biography & Autobiography'],4.0
0446360325,Naked Once More,Barbara Mertz,Warner Books,['Fiction'],4.0
0452269652,Jazz (Plume Contemporary Fiction),Toni Morrison,Plume Books,['Fiction'],4.0
0440428130,Freckle Juice,JUDY BLUME,Yearling,unknown,5.0
0684863472,A Heartbreaking Work Of Staggering Genius : A Memoir Based on a True Story,Dave Eggers,Simon &amp; Schuster,unknown,3.0
1896860982,Falling Backwards,James Eke,Ekstasis Editions,unknown,4.0
0449002411,The Presence,John Saul,Ballantine Books,['Fiction'],3.5
0061031445,Flight Lessons,Patricia Gaffney,HarperTorch,['Fiction'],5.0
0060508302,Angels Everywhere: A Season of Angels/Touched by Angels (Avon Romance),Debbie MacOmber,Avon Books,unknown,4.0
0440181275,A Stranger Is Watching,Mary Higgins Clark,Dell Publishing Company,['Fiction'],4.0
0590568809,"The Beast from the East (Goosebumps, No 43)",R. L. Stine,Scholastic,['Juvenile Fiction'],3.0
0440217490,A Dangerous Fortune,Ken Follett,Island,['FICTION'],4.0
0330345605,Last Orders,Graham Swift,Picador,unknown,4.0
0679777504,Oscar and Lucinda,Peter Carey,Vintage Books USA,['Fiction'],5.0
0140622179,The Dubliners (Penguin Popular Classics),James Joyce,Penguin Books Ltd,unknown,4.0
0684804522,GARDEN OF EDEN,Ernest Hemingway,Scribner,['Fiction'],3.0
0743422910,The Constant Gardener,John le Carre,Pocket,unknown,3.0
074341232X,Jinxed,Carol Higgins Clark,Pocket Star,['Fiction'],4.0
0804119724,Into the Night,Suzanne Brockmann,Ballantine Books,['Fiction'],3.0
0375700269,Evening,SUSAN MINOT,Vintage,['Fiction'],3.0
0679428895,Pompeii: A Novel,ROBERT HARRIS,Random House,['Fiction'],4.0
1551668726,Death Qualified (Barbara Holloway Novels (Paperback)),Kate Wilhelm,Mira,['Fiction'],4.0
0425155064,Terminal,Robin Cook,Berkley Publishing Group,unknown,4.0
0451160444,Christine,Stephen King,Signet Book,['Fiction'],3.0
0345386825,A Calculated Risk,Katherine Neville,Ballantine Books,['Fiction'],3.5
0440351626,The Magus,John Fowles,Dell Publishing Company,['Fiction'],4.5
0553584049,The Perfect Summer,Luanne Rice,Bantam Books,['Fiction'],3.0
0345424603,The Masterharper of Pern (Dragonriders of Pern (Paperback)),Anne McCaffrey,Del Rey Books,unknown,4.75
1853260258,The Odyssey,Homer,NTC/Contemporary Publishing Company,['Poetry'],3.0
0425162605,Fatal Terrain,Dale Brown,Berkley Publishing Group,['Fiction'],4.0
0553290789,Genuine Lies,Nora Roberts,Bantam,['Fiction'],4.0
1551664275,Led Astray,Sandra Brown,Mira,['Fiction'],3.0
1551660598,Without A Trace,Nora Roberts,Mira,['Fiction'],4.0
0671027522,A Springwater Christmas (Springwater Seasons),Linda Lael Miller,Pocket,['Fiction'],3.0
0743436822,Blue Bayou,JoAnn Ross,Pocket,unknown,4.0
0399148639,Mortal Prey,John Sandford,Putnam Publishing Group,unknown,4.75
051511605X,Undue Influence,Steven Paul Martini,Jove Books,['Fiction'],4.0
0446615145,The Lake House,James Patterson,Warner Books,unknown,3.0
0316107352,Tales Too Ticklish to Tell: Bloom County,Berke Breathed,Little Brown &amp; Co,['Humor'],4.0
0449232921,The Grass Is Always Greener Over the Septic Tank,Erma Bombeck,Fawcett Books,['Families'],2.0
0553270257,Lincoln's Dreams,CONNIE WILLIS,Spectra,['Fiction'],4.0
0446516325,Fat Tuesday,Sandra Brown,Warner Books Inc,['Fiction'],4.0
0425184056,Gunpowder Green,Laura Childs,Berkley Publishing Group,['Fiction'],4.666666666666667
0439010772,The Ruby in the Smoke,Philip Pullman,Scholastic Ltd,unknown,4.0
0451210743,Hornet Flight,Ken Follett,Signet Book,unknown,4.0
0312952813,The Black Ice (Detective Harry Bosch Mysteries),Michael Connelly,St. Martin's Press,unknown,4.5
0399134409,Clear and Present Danger,Tom Clancy,Putnam Publishing Group,['Intelligence service'],4.0
0670851086,Nightmares &amp; Dreamscapes,Stephen King,Viking Books,['Fiction'],3.6666666666666665
0380820854,"To Sir Phillip, With Love",Julia Quinn,Avon,unknown,4.166666666666667
0345342569,Shoeless Joe,W. P. Kinsella,Ballantine Books,['Fiction'],3.0
0385335466,Sunset in St. Tropez,Danielle Steel,Delacorte Press,['Fiction'],3.3333333333333335
0061013420,Worst Fears Realized,Stuart Woods,HarperTorch,['Fiction'],3.0
0553801279,A Traitor to Memory,Elizabeth George,Bantam Books,['Fiction'],4.0
0345322231,Being a Green Mother (Incarnations of Immortality (Paperback)),Piers Anthony,Del Rey Books,['Fiction'],4.5
0425150984,Glory in Death,J. D. Robb,Berkley Publishing Group,unknown,4.0
0345360001,The Mummy or Ramses the Damned,Anne Rice,Ballantine Books,['Fiction'],3.3333333333333335
0440210690,Indemnity Only (V.I. Warshawski Novels (Paperback)),Sara Paretsky,Dell,['Chicago (Ill.)'],4.0
067169863X,"Sassinak (Planet Pirates, Vol 1)",Anne McCaffrey,Baen,unknown,5.0
0380815583,"Offer From a Gentleman, An",Julia Quinn,Avon,['Fiction'],4.5
0553213415,Madame Bovary (Bantam Classics),Gustave Flaubert,Bantam,unknown,5.0
067168972X,The Duchess,Jude Deveraux,Pocket,unknown,4.5
1551667223,Flamingo Diner,Sherryl Woods,Mira,['Fiction'],4.666666666666667
0452257743,"The Bachman Books: Four Early Novels by Stephen King : Rage, the Long Walk, Roadwork, the Running Man",Stephen King,Penguin USA,['Fiction'],3.0
0671737848,Rebellious Desire,Julie Garwood,Pocket,unknown,4.0
1551669390,Dark Water (Mira Romantic Suspense),Sharon Sala,Mira,['FICTION'],4.333333333333333
0553297996,"Dark Apprentice (Star Wars: The Jedi Academy Trilogy, Vol. 2)",Kevin J. Anderson,Bantam,unknown,3.0
0060513640,One Night of Scandal,Teresa Medeiros,Avon Books,['Fiction'],5.0
0449149099,Waiting for the Moon,Kristin Hannah,Ballantine Books,['Fiction'],5.0
0821768417,Hot Blooded (Zebra Romantic Suspense),Lisa Jackson,Zebra Books,['Fiction'],5.0
0821768379,Deep Midnight,Shannon Drake,Zebra Books,['Fiction'],4.0
0671704656,Treasure (Clive Cussler),Clive Cussler,Pocket,['Fiction'],4.0
0743422732,High Country Bride (McKettrick Cowboys),Linda Lael Miller,Pocket,['Fiction'],4.0
0515112305,Lord of Hawkfell Island,Catherine Coulter,Jove Books,unknown,3.3333333333333335
0515109746,Hellion Bride (Bride Trilogy (Paperback)),Catherine Coulter,Jove Books,['Fiction'],4.5
0553575023,Charming the Prince,TERESA MEDEIROS,Bantam,['Fiction'],4.25
0671795538,Perfect,Judith McNaught,Pocket,['Fiction'],4.0
0393050939,Stiff: The Curious Lives of Human Cadavers,Mary Roach,W. W. Norton &amp; Company,unknown,4.5
0671032992,Heartbreaker,Julie Garwood,Atria,['Fiction'],4.0
0380973464,Cryptonomicon,Neal Stephenson,Avon,['Fiction'],4.666666666666667
0156439611,If on a Winter's Night a Traveler,Italo Calvino,Harvest Books,unknown,5.0
0425157628,Ceremony in Death (Eve Dallas Mysteries (Paperback)),J. D. Robb,Berkley Publishing Group,['Fiction'],3.75
0380679914,The Westing Game: A Puzzle Mystery (An Avon Flare Book),Ellen Raskin,Harpercollins,unknown,5.0
0671737619,A Kingdom of Dreams,Judith McNaught,Pocket,['Fiction'],3.6666666666666665
0451184327,First Offense,Nancy Taylor Rosenberg,Signet Book,['Fiction'],3.0
1853260134,Tales of Mystery and Imagination (Classics Library (NTC)),Edgar Allan Poe,NTC/Contemporary Publishing Company,['Fiction'],4.0
0345415000,The Hellfire Club,Peter Straub,Ballantine Books,['Fiction'],4.0
0441644511,The Outlaws of Sherwood,Robin McKinley,Ace Books,['Juvenile Fiction'],4.0
0553801929,Dark Horse,TAMI HOAG,Bantam,['Fiction'],5.0
0060194448,The Wailing Wind,Tony Hillerman,HarperCollins Publishers,['Fiction'],4.666666666666667
0553076256,Half Asleep in Frog Pajamas,Tom Robbins,Bantam Books,['Fiction'],4.0
0440225108,The Plague Tales,ANN BENSON,Dell,['Fiction'],4.0
0345420748,While I Was Gone,Sue Miller,Ballantine Books,['Fiction'],4.0
0385504470,Lullaby : A Novel,CHUCK PALAHNIUK,Doubleday,['Fiction'],4.5
0399146164,Riptide,Catherine Coulter,Putnam Publishing Group,unknown,3.0
0446360872,The Fifth Profession,David Morrell,Warner Books,['Fiction'],4.0
0679735666,A Natural History of the Senses,Diane Ackerman,Vintage Books USA,['Family & Relationships'],4.5
0553569473,Rama Revealed (Bantam Spectra Book),Arthur C. Clarke,Bantam,['Fiction'],4.0
038049163X,A Woman of Substance,Barbara Taylor Bradford,Harper Mass Market Paperbacks,['Fiction'],3.0
0399143696,Then Came Heaven,LaVyrle Spencer,Putnam Pub Group,['Fiction'],5.0
1860492592,Alias Grace,Margaret Atwood,Virago Press Limited,['Biographical fiction'],5.0
3250600555,Monsieur Ibrahim und die Blumen des Koran. ErzÃ?Â¤hlung.,Eric-Emmanuel Schmitt,Ammann,['Arabs'],5.0
0373218486,Going Home: Unfinished Business/ Island of Flowers/ Mind Over Matter,Nora Roberts,Silhouette,['Fiction'],4.0
068486424X,"YESTERDAY, I CRIED : Celebrating the Lessons of Living and Loving",Iyanla Vanzant,Simon &amp; Schuster,unknown,4.0
0679447156,Eight Weeks to Optimum Health: A Proven Program for Taking Full Advantage of Your Body's Natural Healing Power (Proven Program for Taking Full Advantage of Your Body's Natural Healing Power),Andrew Weil,Alfred A. Knopf,['Self-Help'],5.0
0060922249,Care of the Soul : A Guide for Cultivating Depth and Sacredness in Everyday Life,Thomas Moore,Perennial,unknown,3.0
0061054909,Love in Vein,Poppy Z. Brite,Eos,['Fiction'],3.5
3442092981,Felidae. Roman.,Akif Pirincci,Goldmann,['Cats'],5.0
0060002069,The Lady Chosen,Stephanie Laurens,Avon Books,unknown,4.0
0060185074,The Vendetta Defense,Lisa Scottoline,HarperCollins Publishers,unknown,3.0
0140278826,The Girls' Guide to Hunting and Fishing,Melissa Bank,Penguin Books Ltd,['Fiction'],4.0
0440405483,Many Waters,Madeleine L'Engle,Yearling Books,unknown,5.0
0380794489,Lady Be Good (Avon Romance),Susan Elizabeth Phillips,Avon,['Fiction'],4.25
0515122564,The Echo,Minette Walters,Jove Books,['Fiction'],4.0
0967673747,Princess: A True Story of Life Behind the Veil in Saudi Arabia,Jean Sasson,Windsor-Brooke Books,['Princesses'],4.0
1551669315,The Third Wife,Jasmine Cresswell,Mira,unknown,4.0
0451452615,Bored of the Rings: A Parody of J.R.R. Tolkien's the Lord of the Rings,Harvard Lampoon Staff,Roc,['Fiction'],4.0
1579546463,"The South Beach Diet: The Delicious, Doctor-Designed, Foolproof Plan for Fast and Healthy Weight Loss",Arthur Agatston,Rodale Books,['Health & Fitness'],5.0
0312951647,In the Presence of Enemies,William J. Coughlin,St. Martin's Press,['Fiction'],3.5
0743418220,Blue Gold : A Novel from the NUMA Files (NUMA Files (Paperback)),Clive Cussler,Pocket,['Fiction'],3.6666666666666665
0399149864,Pattern Recognition,William Gibson,G. P. Putnam's Sons,unknown,4.5
0375412115,Our Lady of the Forest,DAVID GUTERSON,Knopf,['Fiction'],5.0
0060959355,More Than You Know: A Novel,Beth Gutcheon,Perennial,['Fiction'],3.0
051509160X,Hummingbird,Lavyrle Spencer,Jove Books,unknown,4.0
0767907809,Bookends,Jane Green,Broadway Books,['Fiction'],3.0
1573221856,High Maintenance,Jennifer Belle,Riverhead Hardcover,['Fiction'],5.0
0061057363,Ruins (The X-Files),Kevin J. Anderson,HarperEntertainment,['Fiction'],5.0
0553278916,People Like Us,Dominick Dunne,Bantam Books,unknown,2.0
0515084891,Years,LaVyrle Spencer,Jove Books,['Fiction'],4.0
0671670069,Guardian Angel,Julie Garwood,Pocket,['Fiction'],4.333333333333333
0843950498,Dark Melody,Christine Feehan,Leisure Books,['Fiction'],3.6666666666666665
0373218435,Untamed,Nora Roberts,Silhouette,unknown,4.25
0373218427,From This Day,Nora Roberts,Silhouette,['Fiction'],3.5
0380977303,Partner in Crime,J.A. Jance,William Morrow,['Fiction'],4.333333333333333
0671039970,Broken Wings (Broken Wings),V.C. Andrews,Pocket Star,unknown,3.0
0821762982,Beneath a Blood Red Moon (Zebra Romantic Suspense),Shannon Drake,Zebra Books,['Fiction'],3.5
0671689762,Mountain Laurel,Jude Deveraux,Pocket,['Fiction'],4.0
067081458X,The Eyes of the Dragon,Stephen King,Viking Books,['Fiction'],3.75
051512947X,Once upon a Dream,Nora Roberts,Jove Books,['Fiction'],4.0
055380250X,"The Taking (Koontz, Dean)",Dean Koontz,Bantam,unknown,5.0
0679459618,Dr. Death: A Novel,Jonathan Kellerman,Random House Trade,['Fiction'],4.0
082175758X,Vegas Heat,Fern Michaels,Zebra Books,['Businesswomen'],5.0
0743464451,The Song Reader,Lisa Tucker,Downtown Press,unknown,5.0
0061020400,The Fifth Elephant: A Novel of Discworld,Terry Pratchett,HarperTorch,unknown,4.0
0671003593,An Angel for Emily,Jude Deveraux,Pocket,unknown,4.5
0743444264,Strangers in the Night,Linda Howard,Pocket,unknown,3.5
0380808307,Just Imagine,Susan Elizabeth Phillips,Avon,unknown,3.5
0515124206,Mad Jack,Catherine Coulter,Jove Books,['Fiction'],4.333333333333333
0786889004,Dixie City Jam,James Lee Burke,Hyperion,unknown,4.0
0060092661,One Kiss From You,Christina Dodd,Avon,['Fiction'],3.0
0394551907,You're Only Old Once! : A Book for Obsolete Children,DR SEUSS,Random House,['JUVENILE FICTION'],4.5
0312981961,Close to You,Mary Jane Clark,St. Martin's Paperbacks,['Fiction'],3.0
0523422377,V,A. C. Crispin,St Martins Pr (Mm),unknown,4.0
044651506X,Plum Island,Nelson DeMille,Warner Books,['Fiction'],4.0
0515123471,10 Lb. Penalty,Dick Francis,Jove Books,['Detective and mystery stories'],4.0
0812550285,"A Crown of Swords (The Wheel of Time, Book 7)",Robert Jordan,Tor Fantasy,['Fiction'],4.0
0446323527,A Taste for Death,P. D. James,Warner Books,['Fiction'],4.0
0670910236,Priestess of Avalon,Marion Zimmer Bradley,Viking Books,['Fiction'],5.0
0515114499,The Wyndham Legacy,Catherine Coulter,Jove Books,['Fiction'],5.0
0373483554,Lilah and Suzanna: The Calhoun Women,Nora Roberts,Silhouette,['Fiction'],5.0
0452281032,The Mammy,Brendan O'Carroll,Plume Books,['Fiction'],4.5
1551667908,Carriage House,Carla Neggers,Mira,['Fiction'],3.0
0451205774,"Stranger in Paradise (A Carson Springs Novel, Book 1)",Eileen Goudge,Signet Book,unknown,4.0
0440241057,Slightly Wicked (Get Connected Romances),Mary Balogh,Dell Publishing Company,['Fiction'],4.5
037387216X,Promise Forever,Marta Perry,Steeple Hill,['Fiction'],3.0
039914496X,Certain Prey,John Sandford,Putnam Publishing Group,['Fiction'],5.0
0679425241,Dark Rivers of the Heart: A Novel,Dean R. Koontz,Random House Inc,['Fiction'],3.5
0446364754,Children of the Night,Dan Simmons,Warner Books,unknown,5.0
0451178017,Over the Edge,Jonathan Kellerman,Signet Book,['Child psychologists'],4.0
0505524384,Aphrodite's Kiss (Time of Your Life),Julie Kenner,Dorchester Publishing Company,['Fiction'],5.0
0061092886,The Fallen Man (Joe Leaphorn Novels),Tony Hillerman,HarperTorch,['Fiction'],4.5
044100069X,Deerskin,Robin McKinley,Ace Books,unknown,3.0
0440932599,Deenie,JUDY BLUME,Laure Leaf,['Juvenile Fiction'],4.0
0142001619,Salt: A World History,Mark Kurlansky,Penguin Books,['History'],4.5
067179938X,Son of the Morning,Linda Howard,Pocket,unknown,3.0
0671496786,HEARTBURN,Nora Ephron,Pocket,['Domestic fiction'],4.0
0689711816,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,Aladdin Library,['Juvenile Fiction'],4.0
0060915153,Why Do Clocks Run Clockwise?,David Feldman,Perennial,['Curiosities and wonders'],4.5
0671729497,Web of Dreams (Casteel),V.C. Andrews,Pocket,['Fiction'],4.0
0061097934,A God in Ruins,Leon Uris,Avon Books,['Fiction'],5.0
0553571729,The Red Scream,Mary Willis Walker,Crimeline,['Fiction'],3.5
0553575090,Deception on His Mind,ELIZABETH GEORGE,Bantam,unknown,4.5
0515135828,Acid Row,Minette Walters,Jove Books,['Fiction'],4.0
0380710404,The Secret of the Indian (Indian in the Cupboard),Lynne Reid Banks,HarperTrophy,unknown,4.0
0679435328,The Angel of Darkness,Caleb Carr,Random House Inc,['Fiction'],4.0
0671867296,Imzadi (Star Trek: The Next Generation),Peter David,Star Trek,['Fiction'],5.0
0440241049,Slightly Married (Get Connected Romances),Mary Balogh,Dell Publishing Company,['Fiction'],5.0
006019443X,"The Sinister Pig (Hillerman, Tony)",Tony Hillerman,HarperCollins,unknown,4.5
0525945636,Code to Zero,Ken Follett,Dutton Books,['Fiction'],4.0
0451185110,Higher Authority,Stephen White,Signet Book,['Fiction'],3.0
0345369335,The Renegades of Pern (Dragonriders of Pern (Paperback)),Anne McCaffrey,Del Rey Books,unknown,4.5
0553269224,Rilla of Ingleside (Anne of Green Gables Novels (Paperback)),L. M. Montgomery,Starfire,['Canadian literature'],5.0
0316155306,The Narrows: A Novel,Michael Connelly,"Little, Brown",unknown,4.333333333333333
0345407288,My American Journey,Colin L. Powell,Ballantine Books,['Biography & Autobiography'],4.0
0671751506,WAY THINGS OUGHT TO BE,Rush Limbaugh,Pocket,unknown,1.0
0345436121,Random Hearts,Warren Adler,Ballantine Books,unknown,3.0
0671739441,MINE : MINE,Robert McCammon,Pocket,unknown,5.0
0671749609,PERFUME : PERFUME,Patrick Suskind,Washington Square Press,['Fiction'],4.0
0425192032,Lightning,Dean Koontz,Berkley,unknown,4.0
0140046569,Changing Places,David Lodge,Penguin Books Ltd,unknown,5.0
0345409272,"The Vampire Armand: The Vampire Chronicles (Rice, Anne, Vampire Chronicles.)",Anne Rice,Ballantine Books,unknown,3.5
0886774802,"Stone of Farewell (Memory, Sorrow, and Thorn, Book 2)",Tad Williams,Daw Books,unknown,5.0
0345400003,Our Game,John Le Carre,Ballantine Books,['Fiction'],3.0
1551668009,Always Dakota,Debbie Macomber,Mira,unknown,3.0
0060176806,Love in Another Town,Barbara Taylor Bradford,Harpercollins,['Fiction'],3.0
0553382411,The Elegant Gathering of White Snows,KRIS RADISH,Bantam,unknown,1.0
155166819X,Clay,Jennifer Blake,Mira,['Fiction'],4.0
1551668939,Scandalous Miss Howard (Mira Historical Romance),Nan Ryan,Mira,['Fiction'],4.0
0553572377,"Murder, She Meowed (Mrs. Murphy Mysteries (Paperback))",RITA MAE BROWN,Bantam,['Fiction'],1.0
1880418568,"Wolves of the Calla (The Dark Tower, Book 5)",Stephen King,Donald M. Grant/Scribner,['Fiction'],4.5
0380705354,Transformation: The Breakthrough,Whitley Strieber,Harper Mass Market Paperbacks (Mm),['Abduction.'],3.0
0451408977,The Stargazey: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,Onyx Books,['Fiction'],3.0
0515132624,Headwind,John J. Nance,Jove Books,['Fiction'],4.0
0060092653,Scandalous Again,Christina Dodd,Avon,['Fiction'],4.5
038080719X,Sugarplum Dead : A Death on Demand Mystery (Death on Demand Mysteries (Paperback)),Carolyn Hart,Avon,unknown,4.0
0440220688,Motion to Suppress,PERRI O'SHAUGHNESSY,Island Books,['Fiction'],5.0
067155302X,Harvest,Tess Gerritsen,Pocket,['Fiction'],5.0
155166948X,Prince Joe,Suzanne Brockmann,Mira,unknown,3.0
074324642X,Flirting with Pete : A Novel,Barbara Delinsky,Scribner,['Fathers'],4.666666666666667
0060012781,A Cook's Tour : Global Adventures in Extreme Cuisines,Anthony Bourdain,Ecco,unknown,4.0
0373483546,Calhoun Women: Catherine And Amanda (The Calhoun Women),Nora Roberts,Silhouette,['Fiction'],4.0
0440170842,Punish the Sinners,John Saul,Dell,['Fiction'],5.0
0345411471,Eureka,William Diehl,Fawcett Books,unknown,5.0
0380819627,In My Wildest Dreams (Governess Brides Series),Christina Dodd,Avon,['Fiction'],4.0
0553275704,The Sisterhood,Michael Palmer,Bantam Books,['Fiction'],3.0
0553287346,Well-Schooled in Murder,Elizabeth George,Bantam Books,['Fiction'],4.5
